,information,group,target,doc_id
2118," часто  посещать солярий    навредить здоровье  
",25,1,25864
2119,"                   часто  посещать солярий    красота   красота              
",25,1,25859
2120,"ответ mail    часто  ходить  солярий    
",25,1,26654
2121," часто  ходить  солярий    ls 
",25,1,25777
2122,"13 факт  солярий 
",25,1,26210
2123," часто  ходить  солярий  риск  здоровье    syl  
",25,1,25897
2124," часто  посещать солярий     форум woman  
",25,1,27224
2125,"салон красота  соблазн  г  красноярск салон красота  соблазн  г  красноярск 
",25,1,26850
2126,"вредный  солярий    ходить    процедура солярий противопоказанный 
",25,1,27823
2127,"  часто ходить  загорать  солярий  вред  кожа      загар    каталог статья   советчица   женский интернет журнал обо  
",25,1,25423
2128,"ответ mail    часто  посещать солярий  сколько время занимать процедура  
",25,1,25742
2129,"вред солярий      солярий   кожа  ежедневный посещение  фото    justlady    территория женский разговор 
",25,1,25151
2130,"загар  солярий совет правило рекомендация   солярий  косметика  солярий 
",25,1,25203
2131,"правило загар  солярий  сколько  ходить  солярий  
",25,1,27275
2132," часто  ходить  солярий  совет специалист 
",25,1,25677
2133," часто  ходить  солярий    форум 
",25,1,27117
2134,"  часто  посещать солярий    форум 
",25,1,27863
2135,"13 факт  солярий 
",25,1,24986
2136,"чаво  частый вопрос  
",25,1,27245
2137,"поджелудочный железа  пельмень 
",25,0,26627
2138," сохранять загар 
",25,0,25918
2139," часто  посещать солярий 
",25,1,26254
2140,"сохранять загар море     отдых  море идти  солярий  
",25,1,25795
2141," ходить  солярий    просмотр тема     женский форум myjane 
",25,1,26090
2142," часто  ходить  солярий  зависимость  тип кожа 
",25,1,27701
2143,"   часто  ходить  солярий    сколько  ходить  солярий    здоровье  медицина     
",25,1,25948
2144,"подсказывать   часто  посещать солярий  
",25,0,27995
2145," загорать  солярий правильно 
",25,1,25596
2146,"автозагар  бронзат  нанесение автозагар  противопоказание  хороший автозагар отзыв  
",25,0,26255
2147," часто  ходить  солярий  
",25,1,26980
2148," часто  посещать    правильно посещать солярий   полезный совет  женщина  девушка   girlsovets  
",25,1,25284
2149,"ответ mail    часто нужно посещать солярий   
",25,1,27420
2150," часто  ходить  солярий  сколько время нужно загорать  солярий       гиппократ 
",25,1,26506
2151," загорать  солярий   правильно загорать  солярий  сколько загорать  солярий 
",25,1,26420
2152,"загорать  солярий  вред  здоровье  
",25,1,26685
2153,"часто задавать вопрос загар  солярий  ответ  
",25,1,25052
2154,"13 факт  солярий 
",25,1,27933
2155,"вопрос  ответ  загар  солярий 
",25,1,25134
2156," часто  ходить  солярий  
",25,1,25800
2157,"загар   лампа    навредить здоровье  солярий    статья 
",25,1,26978
2158,"обсуждение   солярий ibiza стерлитамак солярий   1   вконтакте 
",25,0,26539
2159,"                       часто  посещать солярий               
",25,1,27585
2160," правильно загорать  солярий  польза  вред солярий   солярий противопоказанный  
",25,1,25847
2161,"   часто  посещать солярий     специализированный медицинский центр  медиус   
",25,1,26349
2162,"  посещать солярийи   правильно   часто ходить  солярий   вс   женщина 
",25,1,27315
2163," правильно посещать солярий   ооо  купить солярий ру  
",25,1,26830
2164,"солярий   часто  ходить  
",25,1,26213
2165,"ответ mail   вопрос     ходить  солярий  сколько  процедура    загорать   
",25,1,25642
2166," часто  посещать солярий 
",25,1,26734
2167," часто  ходить  солярий  совет  рекомендация специалист  выбор солярий 
",25,1,25670
2168," правильно ходить  солярий   становиться шоколадный  ооо  купить солярий ру  
",25,1,26311
2169," правильно  часто ходить  солярий  
",25,1,27852
2170," сколька год  ходить  солярий      форум woman  
",25,1,26482
2171,"  солярий  вред  польза солярий   правильно загорать  солярий 
",25,1,25281
2172,"  ходить  солярий кормить мама    уход  тело 
",25,0,25157
2173," правильно  часто ходить  солярий    друг тело 
",25,1,26437
2174," правильно посещать солярий  
",25,1,25731
2175,"часто задавать вопрос загар  солярий  ответ  
",25,0,25142
2176,"   часто  ходить  солярий   косметика брать   
",25,1,25241
2177," часто  ходить  солярий    zdravo 
",25,1,27670
2178,"весь правда  солярий   правильно загорать 
",25,1,27868
2179," часто  ходить  солярий  
",25,1,25234
2180,"загорать  солнцезащитный косметика 
",25,0,25666
2181,"загар  солярий   полезный   персона стиль мариуполь 
",25,1,25951
2182," правильно загорать  солярий вертикальный первый   инструкция 
",25,1,27363
2183," часто  посещать солярий  
",25,1,26091
2184," часто  ходить солярий     сколько время  мыться  солярий    уход  тело 
",25,1,26991
2185," часто  посещать солярий 
",25,1,25141
2186,"ответ mail    часто  ходить  солярий 
",25,1,25976
2187," часто  ходить  солярий  тег div 
",25,1,25836
2188,"загар  солярий  противопоказание  ограничение 
",25,1,26528
2189," часто  посещать солярий    форум  вопрос ответ   webfermer вебфермер 
",25,1,27918
2190,"ответ mail   вредно   вредно  часто посещать солярий   мочь   излучение   
",25,0,27451
2191,"загар  солярий 
",25,1,27468
2192,"  10 совет  правильно загорать  солярий   красота   уход   askwoman  
",25,1,26525
2193,"солярий  горизонтальный  вертикальный  загорать  солярий  правило  вред  здоровье  
",25,1,27273
2194,"часто задавать вопрос загар  солярий  ответ  
",25,0,27065
2195,"часто задавать вопрос загар  солярий  ответ  
",25,0,27962
2196,"ответ mail   подсказывать  часто  ходить  солярий   сколько минута первый   заранее спасибо  
",25,1,27689
2197,"совет  загар  солярий   изюминкиизюминка 
",25,1,26139
2198," часто  посещать солярий   форум woman  
",25,1,26510
2199," сделать мыльный пузырь  домашний условие  7 рецепт  праздник  просто    блог мама 
",26,1,21056
2200," сделать мыльный пузырь дома  
",26,1,19760
2201," сделать мыльный пузырь  
",26,1,18210
2202,"рисование мыльный пузырь       четыр х   форум ребенок mail  
",26,1,21586
2203," сделать мыльный пузырь  рецепт мыльный пузырь  раствор  мыльный пузырь  состав  мыльный пузырь 
",26,1,20826
2204,"     сделать раствор  мыльный пузырь свой рука  домашний условие 
",26,1,19014
2205," приготавливать раствор  мыльный пузырь     приготавливать мыльный пузырь дома    хобби  развлечение        kakprosto    просто сделать вс  
",26,0,19660
2206," сделать мыльный пузырь  домашний условие   рецепт домашний мыльный пузырь 
",26,1,20607
2207," сделать красивый мыльный пузырь дома  обсуждение  liveinternet   российский сервис онлайн дневник 
",26,1,18811
2208," сделать мыльный пузырь  домашний условие   рецепт 
",26,1,17894
2209,"     сделать раствор  мыльный пузырь    akak  
",26,1,21027
2210," сделать мыльный пузырь  домашний условие 
",26,1,18918
2211,"  домашний условие сделать мыльный пузырь  
",26,1,19335
2212," сделать мыльный пузырь  домашний условие   рецепт  любой случай   отзыв  
",26,1,21067
2213," сделать раствор  мыльный пузырь  
",26,1,18929
2214,"мыльный пузырь  домашний условие    сделать шоу мыльный пузырь свой рука дома  ребенок   нелопаться мыльный пузырь   фото   видео 
",26,1,19623
2215,"состав мыльный пузырь   рецепт  сделать  домашний условие   детский игра  конкурс  улица  дом   праздник  день рождение    жка   стих  загадка  творчество  урок рисование  ребенок 
",26,1,17893
2216," сделать мыльный пузырь  рецепт  состав 
",26,1,19819
2217," надувать гигантский мыльный пузырь  
",26,1,20908
2218,"рецепт раствор  мыльный пузырь   магазин фокус   мастер трикс  
",26,0,18124
2219,"готовый раствор  мыльный пузырь  концентрат  секрет   рецепт раствор мыльный пузырь  продажа  низкий цена  
",26,0,20462
2220,"мыльный пузырь  домашний условие   порадовать детишки 
",26,1,20058
2221," сделать мыльный пузырь  домашний условие  восемь способ  сделать мыльный пузырь    
",26,1,18504
2222," сделать раствор  домашние мыльный пузырь дом   рецепт    youtube 
",26,1,17924
2223," сделать мыльный пузырь  домашний условие 
",26,1,18664
2224," сделать мыльный пузырь дома    lovebitcoinlife 
",26,0,20941
2225," сделать домашний мыльный пузырь 
",26,1,20075
2226," сделать мыльный пузырь  
",26,1,21522
2227," сделать мыльный пузырь  домашний условие  рецепт  раствор  жидкость 
",26,1,19922
2228,"ответ mail    сделать раствор  мыльный пузырь дом  
",26,1,18501
2229," сделать мыльный пузырь  домашний условие  видео  фото мк 
",26,1,19153
2230," сделать мыльный пузырь  рецепт мыльный пузырь  состав  мыльный пузырь    open az   открывать   азербайджан  
",26,1,21616
2231," сделать мыльный пузырь  глицерин   путеводитель  жизнь 
",26,1,21374
2232," сделать раствор  мыльный пузырь   зоя 
",26,1,17958
2233,"ответ mail    сделать раствор  мыльный пузырь  
",26,1,18006
2234," сделать мыльный пузырь  глицерин  разный  
",26,1,21267
2235," сделать мыльный пузырь дом  9 рецепт 
",26,1,19104
2236," сделать раствор  мыльный пузырь  домашний условие  
",26,1,18833
2237,"раствор мыльный пузырь  тестирование  часть 1 avi   youtube 
",26,1,21578
2238," сделать мыльный пузырь  домашний условие  удивительный рецепт домашний мыльный пузырь  
",26,1,21531
2239," сделать мыльный пузырь  домашний условие 
",26,1,21057
2240," сделать раствор  мыльный пузырь  легко    
",26,1,18731
2241," сделать мыльный пузырь дома      youtube 
",26,1,19774
2242," сделать мыльный пузырь  рецепт 
",26,1,21518
2243,"домашний рецепт мыльный пузырь   расти  развиваться вместе  мама  
",26,1,18920
2244," сделать мыльный пузырь  домашний условие 
",26,1,18778
2245,"раствор  мыльный пузырь   домашний условие весело готовить    syl  
",26,1,18904
2246," делать раствор  мыльный пузырь   youtube 
",26,1,19026
2247," приготавливать раствор     мыльный стрелка   пузырь  город    вконтакте 
",26,1,18404
2248," сделать мыльный пузырь   домашний мыльный пузырь 
",26,1,19999
2249," сделать хороший мыльный пузырь   знать весь  
",26,1,20608
2250," сделать раствор  мыльный пузырь  легко    чудетство   ру   календарь беременность   развитие ребенок   здоровье женщина 
",26,1,18120
2251," сделать мыльный пузырь дома   досуг 
",26,1,20912
2252," сделать мыльный пузырь    сделать  
",26,1,21562
2253," сделать мыльный пузырь  домашний условие  рецепт 
",26,1,20431
2254," приготавливать мыльный пузырь  домашний условие 
",26,1,20473
2255," сделать хороший раствор  мыльный пузырь    глицерин  
",26,1,21118
2256,"ответ mail     домашний условие приготавливать раствор  пускание мыльный пузырь  
",26,1,20262
2257,"мыльный пузырь  домашний условие  глицерин 
",26,1,20014
2258,"мыльный пузырь   радость детство    сделать мыльный пузырь  
",26,1,21541
2259,"мыльный пузырь свой рука   woman  day 
",26,1,20926
2260,"мыльный пузырь  домашний условие   сделать  правильно   
",26,1,20421
2261,"самодельный раствор мыльный пузырь    youtube 
",26,0,21310
2262," сделать мыльный пузырь дома  
",26,1,19801
2263," сделать мыльный пузырь   youtube 
",26,1,19124
2264," сделать мыльный пузырь  домашний условие  рецепт раствор 
",26,1,20016
2265," сделать жидкость  мыльный пузырь      сделать мыльный пузырь    хобби  развлечение     
",26,1,20521
2266," сделать мыльный пузырь  домашний условие    приготавливать раствор  мыльный пузырь  рецепт  
",26,1,18186
2267," сделать самый хороший смесь  мыльный пузырь  обсуждение  liveinternet   российский сервис онлайн дневник 
",26,1,19451
2268,"большой мыльный пузырь  состав    состав   состав 
",26,1,20539
2269,"гигантский мыльный пузырь 
",26,1,21526
2270,"секрет приготовление  хороший раствор  шоу мыльный пузырь 20140314   youtube 
",26,1,19553
2271," сделать мыльный пузырь 
",26,1,18088
2272," сделать мыльный пузырь дома    сюрприз жизнь рф 
",26,1,21151
2273," сделать большой мыльный пузырь  домашний условие  простой рецепт 
",26,1,19265
2274," сделать мыльный пузырь самостоятельно дом  мыло   средство 
",26,1,21055
2275," сделать мыльный пузырь дома 
",26,1,18716
2276," сделать мыльный пузырь  домашний условие    ребенок 
",26,1,17953
2277," сделать мыльный пузырь  домашний условие   7 рецепт 
",26,1,20044
2278,"  купить новый трудовой книжка  казань  
",27,0,951
2279," купить медилис асепт цена дезсредство  
",27,0,2009
2280,"диван 
",27,0,3036
2281,"сейф  казань   купить  установка 
",27,0,2054
2282," лапчатка белый   корень  компания фитоцентр купить  казань  
",27,0,1595
2283,"здравствовать сколько стоить медилис ципер   наш справка  город орел  орловский область  
",27,0,2197
2284,"средство  клоп  купить саратов 
",27,0,3334
2285," купить сантехника  ванный комната  казань недорого  цена 
",27,0,1302
2286,"бяньшать камень купить казань 
",27,0,3155
2287," обработка  клещ  казахстан  сравнивать цена  купить потребительский товар  satu kz 
",27,0,3652
2288," обрабатывать участок  клещ  
",27,0,372
2289,"купить газовый плита     казань  доставка  низкий цена  интернет магазин техностудия  
",27,0,3497
2290,"магазин бытовой химия  ипать кузьмин      наш справка  город пенза  пензенский область  
",27,0,3996
2291,"средство  ос  шершень медилис ципер 500мл  санкт петербург  компания   
",27,0,2737
2292,"кухня  казань продажа  фото  цена   купить кухонный гарнитур бу  новый 
",27,0,1031
2293,"шкаф купе казань   купить шкаф купе  заказ недорого  казань  каталог  цена  фото 
",27,0,2221
2294,"розничный продажа средство медилис  россия 
",27,1,3319
2295," средство  таракан  борисов  сравнивать цена  купить потребительский товар  deal  
",27,0,3444
2296,"сахарный паста  шугаринг купить  доставка  
",27,0,1016
2297,"средство медилис ципер   купить  инструкция  применение  клещ  клоп  таракан  цена  отзыв  официальный сайт 
",27,0,3753
2298," купить  кредит бу снегоход г казань 
",27,0,2591
2299," химический средство  насекомое  магнитогорск  сравнивать цена  купить потребительский товар  tiu  
",27,0,156
2300,"самый дешевый авиабилет  казань  спецпредложение авиакомпания  акция  распродажа авиабилет  казань  быстрый поиск дешевый авиабилет  
",27,0,3270
2301,"турмалиновый коврик  турманиевый коврик  нефритовый коврик купить    целебный мир 
",27,0,531
2302,"морозильный камера   купить  казань  цена  отзыв  
",27,0,2055
2303,"купить слимтина  казань   интернет аптека  цена  30 руб  применение слимтин отзыв инструкция  
",27,0,3134
2304," купить теплообменник пластинчатый  казань  
",27,0,172
2305,"пульт ду  цена  казань  купить дистанционка  казань  
",27,0,3883
2306,"медицинский халат  казань 
",27,0,970
2307,"мебель  кухня  казань  большой ассортемент представлять новый модель  
",27,0,1641
2308,"дезмаркет  компания  красноярск   отзыв  оценка   malinka13666 
",27,0,1035
2309,"купить отпугиватель ос weitech wk 0432  имитация гнездо ос    способ избавляться  ос  химия   быстрый доставка курьер  москва  постоять  весь россия   
",27,0,2991
2310,"медилис ципирать  500мл купить  медилис ципер  500мл цена  купить  доставка  россия  
",27,1,3176
2311,"казань цена   купить   страница 2   форум  журнальный коллекция деагостини  ашет  eaglemoss 
",27,0,1336
2312,"купить стерильный акушерский комплект белье  роженица  доступный цена  вещь  род  москва 
",27,0,1132
2313,"сумка женский  натуральный кожа купить  интернет магазин пан чемодан 
",27,0,418
2314,"купить металлический почтовый ящик подъездной  уличный  республика татарстан  казань  набережная челны  елабуга  чистополь  нижнекамск  альметьевск  зеленодольск  лаишево  бугульма  лениногорск  йошкар оля  волжск  саранск  ульяновск  чебоксары  димитровград  компания регион казань   region kazan   производство почтовый ящик профессионально налаживать  наш компания  
",27,0,2715
2315," купить  средство  борьба  насекомое заказывать   ростов  дон  
",27,0,287
2316,"продажа коронарный стент  казань  купить стент  доставка  казань 
",27,0,2696
2317,"  одноразовый мочеприемникимочеприемник  
",27,0,3834
2318," купить сапог  казань 
",27,0,2427
2319,"рост группа    купить детский спортивный комплекс  казань   отзыв 
",27,0,2129
2320,"  купить купальник  скидка казань   ekmonolit  
",27,0,3406
2321," клей  модель  кл 01   купить сборная модель   лабиринт 
",27,0,906
2322,"купить синузан  э  48  
",27,0,1671
2323,"средство  насекомое  грызунов   страница 5 
",27,0,2246
2324,"чеснок  купить чеснок  продажа чеснок опт   agro russia 
",27,0,3365
2325,"продажа chery tiggo  черя тигго   казань  
",27,0,1721
2326," купить    сообщество  drive2 казань   drive2 
",27,0,310
2327," купить виагра казань 
",27,0,1275
2328,"  гусь продавать  домашний животное  казань  продавать  доска объявление dmir   
",27,0,1157
2329,"мебель  кухня  казань   широкий ассортимент  цена производитель  
",27,0,2255
2330,"костыль купить казань 
",27,0,3719
2331,"средство  клоп доброхим микро купить  самарский область  avito   объявление  сайт avito 
",27,0,3352
2332,"здравствовать    казань  мочь купить средство  комар  клещ медилис ципер    наш справка  город казань  татарстан  
",27,1,3340
2333,"капельный полив  орошение   купить комплект  теплица   низкий цена   всеинструмент ру   
",27,0,3806
2334,"дверь эконом класс    welmark   купить дверь дешево   купить дешевый дверь   межкомнатный дверь эконом класс   дверь межкомнатный дешево 
",27,0,3397
2335," купить мужской пуховик  казань 
",27,0,165
2336,"купить кухонный гарнитур  казань недорого  мебель  кухня  заказ    мебельсити 
",27,0,3442
2337," средство  клоп  светлогорск  сравнивать цена  купить потребительский товар  deal  
",27,0,2875
2338,"листовой поролон мебельный купить  казань   
",27,0,1891
2339,"уаз  uaz  казань продажа уаз  uaz  цена  уаз  uaz  
",27,0,1601
2340,"  казань  купить нитка мулине      вышивка       страна мама 
",27,0,46
2341,"оклейка автомобиль  казань пленка карбон хамелеон  хром  матовый  глянцевый пленка  полный  частичный перетяжка кузов  салон авто  vinylkzn  
",27,0,3551
2342,"прокат продажа элитный вечерний платье  казань   вконтакте 
",27,0,1899
2343,"пластиковый ящик  казань 
",27,0,4014
2344," купить игровой автомат  казань 
",27,0,2781
2345," купить сетка  забор  казань  сварной  зеленый  оцинковывать  прочий  
",27,0,3366
2346,"купить перга  казань 
",27,0,1551
2347,"купить торф черноз м  доставка   казань 
",27,0,3333
2348,"медилис антиклоп   справочник пестицид  
",27,0,866
2349,"посуда  кукмар   магазин посуда  казань   отзыв 
",27,0,3219
2350,"аэрозоль  насекомое  ростов  дон   сравнивать цена  купить 
",27,0,1066
2351,"купить металлический кровать  казань  интернет магазин  500 диван  
",27,0,525
2352,"купить постельный белье опт  казань  купить кпб опт казань  комплект постельный белье опт  казань 
",27,0,2933
2353,"купить саженец  казань  цена  доставка недорого 
",27,0,3275
2354,"дживиаш купить казань   новый блог обо   
",27,0,2423
2355,"водка цена  казань  купить водка  производитель   алкоголь  компания галерея вино 
",27,0,3041
2356,"ремонт квартира    купить стройматериал   новость татарстан  казань   происшествие  событие  бизнес новость 
",27,0,1518
2357,"гипс   купить  27 рубль  гипс  293 товар   нетран 
",27,0,3702
2358," отпугиватель  ловушка  насекомое опт  нижний новгород  сравнивать цена  купить потребительский товар  tiu  
",27,0,1248
2359,"медилис ципер   купить  москва  доставка  россия  средство  клоп  таракан  клещ 
",27,1,922
2360," медилис ципер  казань  сравнивать цена  поставщик промышленный товар  tiu  
",27,1,3178
2361,"медилис ципер   средство  клещ купить  хабаровский край  avito         объявление  сайт avito 
",27,0,494
2362,"радуга тв купить  казань   канал радуга тв   купить  жать  
",27,0,1250
2363,"купить инсектицид  комар  казан 
",27,1,479
2364,"блог ру   dancingylutam   2015 год 
",27,0,1609
2365,"кед  крыло белый купить казань 
",27,0,3478
2366,"купить кукла lalaloopsy  лалалупси   интернет магазин игрушка toy  
",27,0,2275
2367,"сепаратор  казань   сравнивать цена  купить 
",27,0,3432
2368," купить средство  борьба  насекомое   самара  
",27,0,42
2369," купить цветок гвоздика опт  казань    купить цветок астра  питер   вконтакте 
",27,0,2697
2370,"  казань  купить  медилис ципер   наш справка  город казань  татарстан  
",27,1,1403
2371,"медилис дез  цена   купить  казань   поиск лекарство  наличие  аптека казань 
",27,0,2452
2372,"борцовка  казань   купить  узнавать цена  сайт classifieds24 
",27,0,4008
2373,"магазин средство  насекомое   
",27,0,901
2374,"нитрат тестер  цена  590 р    купить бытовой нитратомер  нитрат тестер 
",27,0,2454
2375,"купить белый кед мужской  казань 
",27,0,2779
2376,"мука пшеничный  ржаной опт  казань продажа   купить мука хлебопекарский продовольственный высокий сорт   гост 
",27,0,347
2377,"губной помада  купить помада  губа  интернет магазин л этуаль 
",27,0,3367
2378,"продавать авто  катер  автозапчати  аксессуар   стр  12   автовсячина   автомобиль  арабский эмират   русский эмират   русский форум  оаэ 
",28,0,27814
2379,"blog posts   polikarbonatlg 
",28,0,25929
2380,"россиянин онлайн  вконтакте  одноклассник  веб страничка  увлечение  хобби   друг  интерес  
",28,0,25523
2381,"dagestan  инстаграм новый фото  instagram каждый день 
",28,0,26225
2382,"blog posts   medioll 
",28,0,25927
2383,"автосервис     
",28,0,26367
2384,"сравнение автомобиль кроссовер isuzu rodeo ii  кроссовер honda cr v  рестайлинг 
",28,0,25016
2385," обувь   кисловодск   купить  сравнивать цена  коллекция весна лето 2017  фото   страница 8 
",28,0,25644
2386,"новость  сообщение  официальный группа вконтакте производственный компания bigfoot   магазин   пермь 
",28,0,27009
2387,"  ниссан патрол  инфинити qx56   обслуживание   авто 
",28,1,26990
2388,"сравнение nissan patrol 5 6  infiniti qx 56 
",28,1,26056
2389," марка автомобиль  плюс  минус   архив     форум украина 
",28,0,27657
2390," покупка поддерживать  авто   страница 210   рыбалка  граница  центральный форум рыбак 
",28,0,26049
2391,"ремонт раздаточный коробка  
",28,0,25812
2392,"объявление  продажа автомобиль  владивосток  автосалон auto city 
",28,0,25771
2393,"тест драйв   страница 2   авто   новость 
",28,0,27120
2394,"ноябрь  2015   русый авто кор 
",28,0,25483
2395,"измерение компрессия  
",28,0,27853
2396,"тест лампа 12ax7    15 лампа  nos   новодел  слушать файл   делать вывод    страница 2    студийный звук 
",28,0,25488
2397,"весь статья   avtomasta    ремонт автомобиль свой рука    
",28,0,27302
2398,"infiniti qx56   роскошный версия nissan patrol   новость  infiniti 
",28,0,27648
2399,"диагностический сканер u 480 obd 2  
",28,0,27019
2400,"выбор авто    
",28,0,27903
2401,"новость  статья   jcnews  
",28,0,27448
2402," игра  горячий новинка  раздача   архив     страница 2   форум сеть farline 
",28,0,26881
2403,"карта сайт   продажа автомобиль  продажа легковой  грузовой автомобиль  спецтехника  прицеп  автобус 
",28,0,27960
2404,"прошивка авто  общий тема  
",28,0,25840
2405,"сравнительный тест lexus lx 570  cadillac escalade  infiniti qx80  дорогой деньги    автоновость    авто   новость 
",28,0,26050
2406,"nissan terrano   форум автомобилист авто форум москва россия автосалон автогалерея   покупка  продажа автомобиль  аукцион авто  автомагазин  купить  продавать авто новый  бу  пробег    число  кредит  рассрочка  срочный выкуп авто  москва  скупка автомобиль  выкуп машина  автовыкуп  
",28,0,25010
2407,"новость  сообщение  официальный группа вконтакте автосервис  железнодорожный улица  1 стр 1   автосервис   стерлитамак 
",28,0,26794
2408,"jeep хотеться    яплакать 
",28,0,27570
2409,"nissan   pajero shop 
",28,0,26027
2410,"съемный тонировка дживать эмгранд   каркасный автошторка   замена тонировка 
",28,0,25657
2411,"автокаталог 
",28,0,25292
2412,"мысль  ходовка   бортжурнал infiniti qx 2005 год  drive2 
",28,0,25144
2413,"nissan patrol   комплекс доработка мотор zd30  чип тюнинг  обслуживание топливный система yoffy  
",28,0,26773
2414,"boilingfind  archive 
",28,0,27710
2415,"подушка кузов  полиуритана  новосибирск 
",28,0,26123
2416,"купить диск  volvo s40 2007 2012  sedan d4 2 0 выбирать  цена  купить   таганка 
",28,0,27392
2417,"катушка зажигание  севастополь   цена  фото  отзыв  купить катушка зажигание опт   розница  севастополь   bizorg su 
",28,0,25924
2418,"легковой автомобиль б    продавать  купить легковой авто  узнавать цена  доска localmart мурманский область 
",28,0,26845
2419,"купить оригинальный авточехол  шевроле спарк  экокожий  флок  код cs 3306 
",28,0,26156
2420,"сравнение ниссан патрол  инфинити ку икс 80 
",28,1,25841
2421,"утеплитель двигатель автотепло  5  автоодеять    купить  цена  отзыв   avtobortovik  
",28,0,26256
2422,"выбор 7 8 местный полноразмерный suv   автомобильный форум   disput az forum group tap az bina az 
",28,0,28003
2423,"land cruiser 200 fj 2012  
",28,0,25848
2424,"  следующий машина  хотеть приобретать   архив     страница 3   форум camry club  
",28,0,25547
2425," auto librare  книга  руководство  пособие  ремонт  тюнинг автомобиль  автоновость  автообои 
",28,0,25524
2426,"  абхаз авто  абхазия  abkhaz auto    продаваться nissan patrol японец  1992г  450 000р  гагра  
",28,0,25017
2427,"reborndrill  archive 
",28,0,26324
2428,"nissan patrol vs  infiniti qx56   письмо  редакция журнал   форум   руль  
",28,1,27254
2429," форум автомобильный диагност autodata  диагностика  ремонт автомобиль    дизельный легковой автомобиль     заводиться zd30   причина   
",28,0,27832
2430,"десять самый способный внедорожник  который  мочь купить 
",28,0,25022
2431,"тест драйв land rover discovery  тест драйв внедорожник range rover sport   блог reglinez 
",28,0,25314
2432,"ремонт рулевой рейка ниссан  nissan   цена  продажа  рулевой рейка ниссан  приобретать  выполнять ремонт  челябинск 
",28,0,25992
2433,"terranoirk    просмотр тема   статья  террано  вс  знать  вс  ровно 
",28,0,26366
2434,"статья портал  мир приключение  04 08 2016        происходить  мир настольный ролевой игра     настольный игра   tesera  
",28,0,26593
2435,"   ниссан патрол  тойота ленд крузер 200 
",28,0,26400
2436,"автобиография веховод   страница 3   веховодство   isuzu   opel 4x4 club 
",28,0,26322
2437,"видеорегистратор  nissan teana   продажа  установка  санкт петербург 
",28,0,27048
2438,"десять самый способный внедорожник  который  мочь купить   мужской   лента co 
",28,0,25755
2439,"тест драйв nissan patrol 2010 год  любимый самурай россия 
",28,0,25806
2440," сминать гармошка    чуйский тракт  иномарка сталкиваться лоб  лоб 
",28,0,26169
2441,"ford explorer   2005 год выпуск   мнение  отзыв 
",28,0,26764
2442,"пара слово   новый chevrolet tahoe  автоскептик   avtoskeptik   автомобильный портал россия 
",28,0,26470
2443,"land cruiser 200  2013  
",28,0,26047
2444,"парковочный система 
",28,0,26436
2445," иномарка  восточный казахстанский область  lexus  infiniti  acura  mercedes benz  bmw  toyota  mitsubishi  honda  mazda  subaru  nissan  daihatsu   бесплатный объявление восточный казахстанский область  объявление 31 60 
",28,0,25061
2446,"внедорожник  город     смысл покупать    статья    usedcars    автомобильный портал 
",28,0,25300
2447,"  toyota hilux surf 3 0 td  ssr g   бегемот    автомобильный новость рунет   каталог автомобиль 
",28,0,28023
2448,"новость  сообщение  официальный группа вконтакте салон магазин best tuning   автосервис   омск 
",28,0,26508
2449,"новость  сообщение  официальный группа вконтакте автосервис вилгуд  планетный улица   автосервис   новосибирск 
",28,0,26547
2450,"автомобиль nissan  ниссан   текели  объявление  продажа автомобиль nissan  ниссан   бесплатный объявление текели 
",28,0,25779
2451,"автокаталог 
",28,0,27430
2452," mustang  архив     братский форум 
",28,0,26007
2453,"система зажигание  митино   цена  фото  отзыв  купить система зажигание опт   розница  митино   bizorg su 
",28,0,27651
2454,"стена   вконтакте 
",28,0,26612
2455,,28,0,27042
2456,,28,0,27737
2457,"nissan patrol  infiniti qx56   отличаться        купить  
",28,1,26998
2458,"отзыв   infiniti  iii  достоинство  недостаток автомобиль  авто ру 
",28,0,26640
2459,"новинка shot show 2014   новый винтовка 2014 год   новый тактический  охотничий винтовка  armalite  tikka   browning  cz usa   colt  fnh usa  legacy sports  marlin firearms  mossberg  remington  rock river arms  ruger  sig sauer   weatherby  winchester 
",28,0,25560
2460,"кировский spl клуб   просмотр тема   infiniti fx 45 premiym  ленур   автомобильный форум киров 
",28,0,26691
2461,"  абхаз авто  абхазия  abkhaz auto    продаваться nissan patrol   1999г  700 000р  гагра  
",28,0,26722
2462,"форум санта фе автоклуб    santafe     
",28,0,26052
2463,,28,0,26800
2464,"легковой авто   car cd    part 4 
",28,0,26358
2465,"grundig gr2150tx руководство  эксплуатация   инструкция  мануал  весь 
",28,0,27133
2466,"сравнение брат ниссан патрол  инфинити qx56   бортжурнал nissan patrol арабский скакун 2011 год  drive2 
",28,1,25972
2467," белый страница  алтай  англия  иркутск  курган  вк  норильск  самара  тула  элиста  ярославль  украина  саратов  омск  москва  калиниград  вологда    
",28,0,25743
2468,"автотовары    купить   стр 49  
",28,0,26104
2469,"учет  анализ расчет  налог  доход физический лицо  пример ооо  сфера   диплом  читать текст оnline    
",29,0,5189
2470,,29,0,4078
2471,"дистанционный работник налог  выплата налогообложение зарплата надомник удаленный 
",29,1,5825
2472,"бесплатный книга  экспорт вооружение  армия  полиция  рубеж 
",29,0,5999
2473," сложный вопрос налоговый инспекция   страница 3   форум cima  
",29,0,6420
